plan,carrier,metal,market,plan_year,hsa_qualified,deductible_single,deductible_family,oop_max_single,drug,drug_kind,dose,formulary_tier,formulary_flags,covered,thirty_day_price_basis_usd,price_basis,phase,member_pays_usd,how_calculated,cap_usd,member_pays_under_hf3652_usd,monthly_saving_usd,cap_note,plan_source,formulary_source,price_source
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",absent,no occurrence of EPIDIOLEX or cannabidiol,no,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",3739.22,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,3739.22,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,2,,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",25.00,copay $25.00,25.00,25.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,2,,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",25.00,copay $25.00,25.00,25.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,PA,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",25.00,copay $25.00,25.00,25.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,PA,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",25.00,copay $25.00,25.00,25.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,4,QL (34 per 34 days),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",1196.05,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,1171.05,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,4,QL (34 per 34 days),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",598.02,50% coinsurance on the allowed amount (NADAC floor),25.00,25.00,573.02,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",absent,no occurrence of EPIDIOLEX or cannabidiol,no,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,3739.22,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
Medica Applause Silver $0 Copay PCP Visits,medica,Silver,Minnesota individual,2026,no,3500.00,7000.00,10450.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",absent,no occurrence of EPIDIOLEX or cannabidiol,no,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",3739.22,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,3739.22,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238567-2025111210480924500-final.pdf. Deductible $3,500 / $7,000 for network services; out-of-pocket maximum $10,450 / $20,900: p. 1. Drug rows, p. 3: preferred generic $25 copay, deductible does not apply; preferred brand and non-preferred generic $125 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,inferred: listed as a preferred generic,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",18.00,copay $18.00,25.00,18.00,0.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,inferred: listed as a preferred generic,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",18.00,copay $18.00,25.00,18.00,0.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,1,inferred: listed as a preferred generic,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",18.00,copay $18.00,25.00,18.00,0.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,1,inferred: listed as a preferred generic,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",18.00,copay $18.00,25.00,18.00,0.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,3,"inferred: absent from the preferred list while its generic is on it, which the document's own note makes a non-preferred brand",yes,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1835.03,copay $55.00 plus the brand/generic allowed-amount difference ($1780.03),25.00,1805.03,30.00,"capped at $25, plus the brand/generic differential, which is neither a co-payment nor coinsurance","SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,3,"inferred: absent from the preferred list while its generic is on it, which the document's own note makes a non-preferred brand",yes,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1835.03,copay $55.00 plus the brand/generic allowed-amount difference ($1780.03),25.00,1805.03,30.00,"capped at $25, plus the brand/generic differential, which is neither a co-payment nor coinsurance","SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"Minnesota Advantage Health Plan (SEGIP), Cost Level 1",segip,n/a,State Employee Group Insurance Program; Commerce lists SEGIP as in scope (evaluation p. 5),2026,no,250.00,500.00,1050.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,2,inferred: listed as a preferred brand,yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"SEGIP, Summary of Benefits 2026, Minnesota Advantage Health Plan, https://mn.gov/mmb-stat/segip/doc/SoB_current_AHP.pdf. Drug copays $18/$30/$55 per 30-day supply: Schedule of Benefits section M, PDF p. 7, and section IV.S, PDF p. 59. Deductible $250/$500, which drugs are not subject to: section B, PDF p. 7. Prescription drug out-of-pocket maximum $1,050/$2,100: section N, PDF p. 7. Brand/generic price differential, not credited to the out-of-pocket maximum: PDF p. 60.","SEGIP runs pharmacy through CVS Caremark and its own tiered formulary sits behind a member lookup at caremark.com, so it is not publicly downloadable. Tiers here are INFERRED from the CVS Caremark Performance Drug List, Basic Control, January 2026, antiseizure section on PDF p. 4, which names preferred drugs but not tier numbers: https://www.oefi.org/wp-content/uploads/2026/01/CVSCaremark-Jan2026-formulary.pdf Tier key: Three tiers per the SEGIP Summary of Benefits: Tier 1 generic, Tier 2 preferred brand, Tier 3 non-preferred brand. This drug: CVS list PDF p. 4.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
